IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,value,PUBLIC_ID
UBERON_0010580_UBERON_0004765,"","tissue","UBERON_0004765","pedal digit 1 phalanx pre-cartilage condensation","organ"
UBERON_0010581_UBERON_0004765,"","tissue","UBERON_0004765","pedal digit 2 phalanx pre-cartilage condensation","organ"
UBERON_0010582_UBERON_0004765,"","tissue","UBERON_0004765","pedal digit 3 phalanx pre-cartilage condensation","organ"
UBERON_0010583_UBERON_0004765,"","tissue","UBERON_0004765","pedal digit 4 phalanx pre-cartilage condensation","organ"
UBERON_0010584_UBERON_0004765,"","tissue","UBERON_0004765","pedal digit 5 phalanx pre-cartilage condensation","organ"
UBERON_0010585_UBERON_0004765,"","tissue","UBERON_0004765","pedal digit phalanx pre-cartilage condensation","organ"
UBERON_0010586_UBERON_0004765,"","tissue","UBERON_0004765","manual digit phalanx pre-cartilage condensation","organ"
UBERON_0010675_UBERON_0004765,"","","UBERON_0004765","manual digit 1 phalanx cartilage element","organ"
UBERON_0010676_UBERON_0004765,"","","UBERON_0004765","manual digit 2 phalanx cartilage element","organ"
UBERON_0010677_UBERON_0004765,"","","UBERON_0004765","manual digit 3 phalanx cartilage element","organ"
UBERON_0010678_UBERON_0004765,"","","UBERON_0004765","manual digit 4 phalanx cartilage element","organ"
UBERON_0010679_UBERON_0004765,"","","UBERON_0004765","manual digit 5 phalanx cartilage element","organ"
UBERON_0010680_UBERON_0004765,"","","UBERON_0004765","pedal digit 1 phalanx cartilage element","organ"
UBERON_0010681_UBERON_0004765,"","","UBERON_0004765","pedal digit 2 phalanx cartilage element","organ"
UBERON_0010682_UBERON_0004765,"","","UBERON_0004765","pedal digit 3 phalanx cartilage element","organ"
UBERON_0010683_UBERON_0004765,"","","UBERON_0004765","pedal digit 4 phalanx cartilage element","organ"
UBERON_0010684_UBERON_0004765,"","","UBERON_0004765","pedal digit 5 phalanx cartilage element","organ"
UBERON_0010685_UBERON_0004765,"","","UBERON_0004765","pedal digit phalanx cartilage element","organ"
UBERON_0010686_UBERON_0004765,"","","UBERON_0004765","manual digit phalanx cartilage element","organ"
UBERON_0010687_UBERON_0004765,"","tissue","UBERON_0004765","pedal digit metatarsal pre-cartilage condensation","organ"
UBERON_0010697_UBERON_0004765,"","","UBERON_0004765","pedal digit metatarsal cartilage element","organ"
UBERON_0010698_UBERON_0004765,"","","UBERON_0004765","manual digit metacarpus pre-cartilage condensation","organ"
UBERON_0010699_UBERON_0004765,"","","UBERON_0004765","manual digit metacarpus cartilage element","organ"
UBERON_0010700_UBERON_0004765,"","tissue","UBERON_0004765","phalanx pre-cartilage condensation","organ"
UBERON_0010701_UBERON_0004765,"","","UBERON_0004765","phalanx cartilage element","organ"
UBERON_0010714_UBERON_0004765,"","tissue","UBERON_0004765","iliac cartilage element","organ"
UBERON_0010718_UBERON_0004765,"","tissue","UBERON_0004765","pubic cartilage element","organ"
UBERON_0010721_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone","organ"
UBERON_0010727_UBERON_0004765,"","","UBERON_0004765","sutural bone","organ"
UBERON_0010737_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 4","organ"
UBERON_0010738_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 5","organ"
UBERON_0010740_UBERON_0004765,"","","UBERON_0004765","bone of appendage girdle complex","organ"
UBERON_0010741_UBERON_0004765,"","","UBERON_0004765","bone of pectoral complex","organ"
UBERON_0010742_UBERON_0004765,"","","UBERON_0004765","bone of pelvic complex","organ"
UBERON_0010744_UBERON_0004765,"","","UBERON_0004765","sacral vertebra pre-cartilage condensation","organ"
UBERON_0010745_UBERON_0004765,"","","UBERON_0004765","sacral vertebra cartilage element","organ"
UBERON_0010752_UBERON_0004765,"","tissue","UBERON_0004765","exoccipital cartilage element","organ"
UBERON_0010757_UBERON_0004765,"","","UBERON_0004765","rib 8","organ"
UBERON_0010801_UBERON_0004765,"","tissue","UBERON_0004765","calcaneum pre-cartilage condensation","organ"
UBERON_0010842_UBERON_0004765,"","tissue","UBERON_0004765","calcaneum cartilage element","organ"
UBERON_0010846_UBERON_0004765,"","tissue","UBERON_0004765","radius pre-cartilage condensation","organ"
UBERON_0010847_UBERON_0004765,"","tissue","UBERON_0004765","ulna pre-cartilage condensation","organ"
UBERON_0010848_UBERON_0004765,"","tissue","UBERON_0004765","radius-ulna cartilage element","organ"
UBERON_0010849_UBERON_0004765,"","tissue","UBERON_0004765","tibia cartilage element","organ"
UBERON_0010850_UBERON_0004765,"","tissue","UBERON_0004765","tibia pre-cartilage condensation","organ"
UBERON_0010851_UBERON_0004765,"","tissue","UBERON_0004765","fibula cartilage element","organ"
UBERON_0010852_UBERON_0004765,"","tissue","UBERON_0004765","fibula pre-cartilage condensation","organ"
UBERON_0010881_UBERON_0004765,"","","UBERON_0004765","limb cartilage element","organ"
UBERON_0010882_UBERON_0004765,"","","UBERON_0004765","limb bone pre-cartilage condensation","organ"
UBERON_0010883_UBERON_0004765,"","","UBERON_0004765","forelimb cartilage element","organ"
UBERON_0010884_UBERON_0004765,"","","UBERON_0004765","forelimb bone pre-cartilage condensation","organ"
UBERON_0010885_UBERON_0004765,"","","UBERON_0004765","hindlimb cartilage element","organ"
UBERON_0010890_HUDECA_0000002,"","","HUDECA_0000002","pelvic complex muscle","organ"
UBERON_0010891_HUDECA_0000002,"","","HUDECA_0000002","pectoral complex muscle","organ"
UBERON_0010913_UBERON_0004765,"","","UBERON_0004765","vertebral element","organ"
UBERON_0001131_UBERON_0004765,"","","UBERON_0004765","vertebral foramen","organ"
UBERON_0016491_UBERON_0004765,"","","UBERON_0004765","vertebral centrum element","organ"
UBERON_0010921_HUDECA_0000002,"","","HUDECA_0000002","thyrohyoid ligament","organ"
UBERON_0010925_HUDECA_0000002,"","","HUDECA_0000002","median thyrohyoid ligament","organ"
UBERON_0010926_HUDECA_0000002,"","","HUDECA_0000002","lateral thyrohyoid ligament","organ"
UBERON_0010932_HUDECA_0000002,"","","HUDECA_0000002","crico-arytenoid muscle","organ"
UBERON_0010933_HUDECA_0000002,"","","HUDECA_0000002","orbicularis oris muscle","organ"
UBERON_0010937_HUDECA_0000002,"","organ part - ","HUDECA_0000002","salpingopharyngeus muscle","organ"
UBERON_0010946_HUDECA_0000002,"","","HUDECA_0000002","occipitofrontalis muscle","organ"
UBERON_0010948_HUDECA_0000002,"","","HUDECA_0000002","cleidooccipital muscle","organ"
UBERON_0010949_HUDECA_0000002,"","","HUDECA_0000002","sternooccipital muscle","organ"
UBERON_0010958_HUDECA_0000002,"","","HUDECA_0000002","arytenoid muscle","organ"
UBERON_0010959_HUDECA_0000002,"","","HUDECA_0000002","craniocervical muscle","organ"
UBERON_0010990_HUDECA_0000002,"","","HUDECA_0000002","transversospinales muscle","organ"
UBERON_0011004_UBERON_0004765,"","","UBERON_0004765","pharyngeal arch cartilage","organ"
UBERON_0011011_HUDECA_0000002,"","","HUDECA_0000002","brachioradialis","organ"
UBERON_0011012_HUDECA_0000002,"","","HUDECA_0000002","flexor pollicis brevis muscle","organ"
UBERON_0011014_HUDECA_0000002,"","","HUDECA_0000002","spinalis capitis muscle","organ"
UBERON_0011017_HUDECA_0000002,"","","HUDECA_0000002","semispinalis muscle","organ"
UBERON_0011024_HUDECA_0000002,"","","HUDECA_0000002","extrinsic extensor muscle of manus","organ"
UBERON_0011043_HUDECA_0000002,"","","HUDECA_0000002","obturator muscle","organ"
UBERON_0011048_HUDECA_0000002,"","","HUDECA_0000002","obturator internus","organ"
UBERON_0011050_UBERON_0004765,"","","UBERON_0004765","thoracic vertebra 8","organ"
UBERON_0011088_HUDECA_0000002,"","","HUDECA_0000002","ligament of knee joint","organ"
UBERON_0011094_UBERON_0004765,"","","UBERON_0004765","vertebra cartilage element","organ"
UBERON_0011095_UBERON_0004765,"","","UBERON_0004765","vertebra pre-cartilage condensation","organ"
UBERON_0011106_HUDECA_0000002,"","","HUDECA_0000002","cruciate ligament of atlas","organ"
UBERON_0011135_UBERON_0004765,"","","UBERON_0004765","intervertebral cartilage","organ"
UBERON_0011136_HUDECA_0000002,"","","HUDECA_0000002","ligament of vertebral column","organ"
UBERON_0011141_UBERON_0004765,"","","UBERON_0004765","appendicular ossicle","organ"
UBERON_0011142_UBERON_0004765,"","","UBERON_0004765","axial ossicle","organ"
UBERON_0011144_HUDECA_0000002,"","","HUDECA_0000002","adductor muscle of hip","organ"
UBERON_0011145_HUDECA_0000002,"","","HUDECA_0000002","adductor muscle","organ"
UBERON_0011151_HUDECA_0000002,"","","HUDECA_0000002","jaw depressor muscle","organ"
UBERON_0011164_UBERON_0004765,"","","UBERON_0004765","neurocranium bone","organ"
UBERON_0011165_HUDECA_0000002,"","","HUDECA_0000002","crico-esophageal tendon","organ"
UBERON_0011185_HUDECA_0000002,"","","HUDECA_0000002","gastrointestinal sphincter","organ"
UBERON_0011207_HUDECA_0000002,"","","HUDECA_0000002","iliocostalis lumborum","organ"
UBERON_0011217_HUDECA_0000002,"","","HUDECA_0000002","serratus dorsalis muscle","organ"
UBERON_0011218_HUDECA_0000002,"","","HUDECA_0000002","spinalis cervicis muscle","organ"
UBERON_0011250_UBERON_0004765,"","","UBERON_0004765","autopod bone","organ"
UBERON_0011252_HUDECA_0000002,"","","HUDECA_0000002","scent gland","organ"
UBERON_0011318_HUDECA_0000002,"","","HUDECA_0000002","capsule of temporomandibular joint","organ"
UBERON_0011319_UBERON_0004765,"","","UBERON_0004765","disk of temporomandibular joint","organ"
UBERON_0011320_HUDECA_0000002,"","","HUDECA_0000002","ligament of temporomandibular joint","organ"
UBERON_0011364_HUDECA_0000002,"","","HUDECA_0000002","cleidocephalicus muscle","organ"
UBERON_0011368_HUDECA_0000002,"","","HUDECA_0000002","brachiocephalic muscle","organ"
UBERON_0011369_HUDECA_0000002,"","","HUDECA_0000002","omotransversarius muscle","organ"
UBERON_0011371_HUDECA_0000002,"","","HUDECA_0000002","sternocephalicus muscle","organ"
UBERON_0011387_HUDECA_0000002,"","","HUDECA_0000002","constrictor vulvae muscle","organ"
UBERON_0011388_HUDECA_0000002,"","","HUDECA_0000002","male bulbospongiosus muscle","organ"
UBERON_0011389_HUDECA_0000002,"","","HUDECA_0000002","bulbospongiosus muscle","organ"
UBERON_0011534_HUDECA_0000002,"","","HUDECA_0000002","abductor pollicis muscle","organ"
UBERON_0011594_UBERON_0004765,"","","UBERON_0004765","dentary tooth","organ"
UBERON_0011597_UBERON_0004765,"","","UBERON_0004765","bone of upper jaw","organ"
UBERON_0011606_UBERON_0004765,"","","UBERON_0004765","hyomandibular bone","organ"
UBERON_0011607_UBERON_0004765,"","","UBERON_0004765","hyomandibular cartilage","organ"
UBERON_0011608_UBERON_0004765,"","","UBERON_0004765","hyomandibular element","organ"
UBERON_0011628_UBERON_0004765,"","","UBERON_0004765","early premaxilla","organ"
UBERON_0011645_HUDECA_0000002,"","","HUDECA_0000002","iliofemoralis muscle","organ"
UBERON_0011677_UBERON_0004765,"","","UBERON_0004765","trunk vertebra","organ"
UBERON_0011678_UBERON_0004765,"","","UBERON_0004765","hindlimb intermedium bone","organ"
UBERON_0011679_UBERON_0004765,"","","UBERON_0004765","proximal tarsal bone","organ"
UBERON_0011867_HUDECA_0000002,"","","HUDECA_0000002","extensor carpi radialis muscle","organ"
UBERON_0011875_HUDECA_0000002,"","","HUDECA_0000002","ligament of sternoclavicular joint","organ"
UBERON_0011958_UBERON_0004765,"","","UBERON_0004765","acetabular labrum","organ"
UBERON_0011959_UBERON_0004765,"","","UBERON_0004765","glenoid labrum of scapula","organ"
UBERON_0011960_HUDECA_0000002,"","","HUDECA_0000002","articular capsule of glenohumeral joint","organ"
UBERON_0011961_HUDECA_0000002,"","","HUDECA_0000002","articular capsule of hip joint","organ"
UBERON_0011970_HUDECA_0000002,"","","HUDECA_0000002","talofibular ligament","organ"
UBERON_0011971_HUDECA_0000002,"","tissue","HUDECA_0000002","calcaneofibular ligament","organ"
UBERON_0011972_HUDECA_0000002,"","","HUDECA_0000002","medial ligament of ankle joint","organ"
UBERON_0012070_UBERON_0004765,"","","UBERON_0004765","palatal tooth","organ"
UBERON_0012073_UBERON_0004765,"","","UBERON_0004765","tooth of palatine bone","organ"
UBERON_0012075_UBERON_0004765,"","","UBERON_0004765","replacement bone","organ"
UBERON_0012102_HUDECA_0000002,"","organ part - ","HUDECA_0000002","buccal salivary gland","organ"
UBERON_0012104_UBERON_0004765,"","","UBERON_0004765","sesamoid bone of the peroneus longus muscle","organ"
UBERON_0012175_UBERON_0000045,"","","UBERON_0000045","acoustico-facial VII-VIII ganglion complex","organ"
UBERON_0012236_UBERON_0005057,"","","UBERON_0005057","intercostal lymph node","organ"
UBERON_0012288_UBERON_0004765,"","","UBERON_0004765","centroquartal bone","organ"
UBERON_0012289_UBERON_0004765,"","","UBERON_0004765","fused tarsal bones 2 and 3","organ"
UBERON_0012290_UBERON_0004765,"","","UBERON_0004765","fused carpal bones 2 and 3","organ"
UBERON_0012306_UBERON_0005057,"","","UBERON_0005057","lateral cervical lymph node","organ"
UBERON_0012307_UBERON_0005057,"","","UBERON_0005057","anterior cervical lymph node","organ"
UBERON_0012308_UBERON_0005057,"","","UBERON_0005057","superficial lateral cervical lymph node","organ"
UBERON_0012309_UBERON_0005057,"","","UBERON_0005057","superficial anterior cervical lymph node","organ"
UBERON_0012310_UBERON_0005057,"","","UBERON_0005057","deep lateral cervical lymph node","organ"
UBERON_0012311_UBERON_0005057,"","","UBERON_0005057","deep anterior cervical lymph node","organ"
UBERON_0012332_HUDECA_0000002,"","organ part - ","HUDECA_0000002","broad ligament of uterus","organ"
UBERON_0003885_HUDECA_0000002,"","organ part - ","HUDECA_0000002","mesometrium","organ"
UBERON_0012331_HUDECA_0000002,"","organ part - ","HUDECA_0000002","mesosalpinx","organ"
UBERON_0012344_HUDECA_0000002,"","","HUDECA_0000002","holocrine gland","organ"
UBERON_0012357_UBERON_0004765,"","","UBERON_0004765","digitopodium bone","organ"
UBERON_0012358_UBERON_0004765,"","","UBERON_0004765","manual digitopodium bone","organ"
UBERON_0012359_UBERON_0004765,"","","UBERON_0004765","pedal digitopodium bone","organ"
UBERON_0012360_UBERON_0004765,"","","UBERON_0004765","bone of jaw","organ"
UBERON_0012468_UBERON_0004765,"","","UBERON_0004765","anal tooth","organ"
UBERON_0012471_HUDECA_0000002,"","","HUDECA_0000002","hepatogastric ligament","organ"
UBERON_0012472_HUDECA_0000002,"","","HUDECA_0000002","hepatoduodenal ligament","organ"
UBERON_0012478_HUDECA_0000002,"","organ part - ","HUDECA_0000002","cloacal gland","organ"
UBERON_0012487_HUDECA_0000002,"","organ part - ","HUDECA_0000002","vaginal sphincter","organ"
UBERON_0013158_HUDECA_0000002,"","","HUDECA_0000002","foregut-midgut junction gland","organ"
UBERON_0013164_UBERON_0004765,"","","UBERON_0004765","molariform tooth","organ"
UBERON_0013481_UBERON_0002108,"","organ part - tissue","UBERON_0002108","crypt of Lieberkuhn of ileum","organ"
UBERON_0013482_UBERON_0002108,"","organ part - tissue","UBERON_0002108","crypt of Lieberkuhn of duodenum","organ"
UBERON_0013483_UBERON_0002108,"","","UBERON_0002108","crypt of Lieberkuhn of jejunum","organ"
UBERON_0013485_HUDECA_0000002,"","organ part - ","HUDECA_0000002","crypt of Lieberkuhn of colon","organ"
UBERON_0013486_UBERON_0001155,"","organ part - ","UBERON_0001155","crypt of Lieberkuhn of appendix","organ"
UBERON_0013498_UBERON_0000045,"","","UBERON_0000045","vestibulo-cochlear VIII ganglion complex","organ"
UBERON_0013501_HUDECA_0000002,"","","HUDECA_0000002","cloacal sphincter","organ"
UBERON_0013503_UBERON_0004765,"","","UBERON_0004765","caudal vertebra cartilage element","organ"
UBERON_0013504_UBERON_0004765,"","","UBERON_0004765","caudal vertebra pre-cartilage condensation","organ"
UBERON_0013505_UBERON_0004765,"","","UBERON_0004765","cervical vertebra cartilage element","organ"
UBERON_0013506_UBERON_0004765,"","","UBERON_0004765","cervical vertebra pre-cartilage condensation","organ"
UBERON_0013507_UBERON_0004765,"","","UBERON_0004765","thoracic vertebra cartilage element","organ"
UBERON_0013508_UBERON_0004765,"","","UBERON_0004765","thoracic vertebra pre-cartilage condensation","organ"
UBERON_0013509_UBERON_0004765,"","","UBERON_0004765","lumbar vertebra cartilage element","organ"
UBERON_0013510_UBERON_0004765,"","","UBERON_0004765","lumbar vertebra pre-cartilage condensation","organ"
UBERON_0013581_UBERON_0004765,"","","UBERON_0004765","metapodium bone 1","organ"
UBERON_0013582_UBERON_0004765,"","","UBERON_0004765","metapodium bone 2","organ"
UBERON_0013583_UBERON_0004765,"","","UBERON_0004765","metapodium bone 3","organ"
UBERON_0013584_UBERON_0004765,"","","UBERON_0004765","metapodium bone 4","organ"
UBERON_0013585_UBERON_0004765,"","","UBERON_0004765","metapodium bone 5","organ"
UBERON_0013586_UBERON_0004765,"","","UBERON_0004765","fused metapodial bones 3 and 4","organ"
UBERON_0013587_UBERON_0004765,"","","UBERON_0004765","fused metacarpal bones 3 and 4","organ"
UBERON_0013588_UBERON_0004765,"","","UBERON_0004765","fused metatarsal bones 3 and 4","organ"
UBERON_0013620_UBERON_0004765,"","","UBERON_0004765","lower primary molar tooth","organ"
UBERON_0013621_UBERON_0004765,"","","UBERON_0004765","lower secondary molar tooth","organ"
UBERON_0013630_UBERON_0004765,"","","UBERON_0004765","short bone","organ"
UBERON_0013631_UBERON_0004765,"","","UBERON_0004765","sesamoid element","organ"
UBERON_0013632_UBERON_0004765,"","","UBERON_0004765","sesamoid cartilage","organ"
UBERON_0013645_HUDECA_0000002,"","","HUDECA_0000002","gular gland","organ"
UBERON_0013649_UBERON_0004765,"","","UBERON_0004765","fused tarsal bones 1 and 2","organ"
UBERON_0013725_HUDECA_0000002,"","","HUDECA_0000002","anterior talofibular ligament","organ"
UBERON_0013726_HUDECA_0000002,"","","HUDECA_0000002","posterior talofibular ligament","organ"
UBERON_0013765_HUDECA_0000002,"","","HUDECA_0000002","digestive system element","organ"
UBERON_0014375_HUDECA_0000002,"","","HUDECA_0000002","intrinsic muscle of manus","organ"
UBERON_0014378_HUDECA_0000002,"","","HUDECA_0000002","intrinsic muscle of pes","organ"
UBERON_0014379_HUDECA_0000002,"","","HUDECA_0000002","adductor hallucis muscle","organ"
UBERON_0014380_HUDECA_0000002,"","","HUDECA_0000002","flexor digitorum brevis muscle","organ"
UBERON_0014395_UBERON_0004765,"","","UBERON_0004765","proximal mesopodial bone","organ"
UBERON_0014451_HUDECA_0000002,"","tissue","HUDECA_0000002","tongue taste bud","organ"
UBERON_0014458_HUDECA_0000002,"","","HUDECA_0000002","female bulbospongiosus muscle","organ"
UBERON_0014463_UBERON_0000045,"","","UBERON_0000045","cardiac ganglion","organ"
UBERON_0014483_UBERON_0004765,"","","UBERON_0004765","distal phalanx of digit 1","organ"
UBERON_0014484_UBERON_0004765,"","","UBERON_0004765","distal phalanx of digit 2","organ"
UBERON_0014485_UBERON_0004765,"","","UBERON_0004765","distal phalanx of digit 3","organ"
UBERON_0014486_UBERON_0004765,"","","UBERON_0004765","distal phalanx of digit 4","organ"
UBERON_0014487_UBERON_0004765,"","","UBERON_0004765","distal phalanx of digit 5","organ"
UBERON_0014488_UBERON_0004765,"","","UBERON_0004765","middle phalanx of digit 2","organ"
UBERON_0014489_UBERON_0004765,"","","UBERON_0004765","middle phalanx of digit 3","organ"
UBERON_0014490_UBERON_0004765,"","","UBERON_0004765","middle phalanx of digit 4","organ"
UBERON_0014491_UBERON_0004765,"","","UBERON_0004765","middle phalanx of digit 5","organ"
UBERON_0014501_UBERON_0004765,"","","UBERON_0004765","proximal phalanx of digit 1","organ"
UBERON_0014502_UBERON_0004765,"","","UBERON_0004765","proximal phalanx of digit 2","organ"
UBERON_0014503_UBERON_0004765,"","","UBERON_0004765","proximal phalanx of digit 3","organ"
UBERON_0014504_UBERON_0004765,"","","UBERON_0004765","proximal phalanx of digit 4","organ"
UBERON_0014505_UBERON_0004765,"","","UBERON_0004765","proximal phalanx of digit 5","organ"
UBERON_0014762_UBERON_0004765,"","","UBERON_0004765","fused metapodial bones 2-4","organ"
UBERON_0014763_UBERON_0004765,"","","UBERON_0004765","fused metatarsal bones 2-4","organ"
UBERON_0014783_HUDECA_0000002,"","organ part - ","HUDECA_0000002","cloacal muscle","organ"
UBERON_0014794_HUDECA_0000002,"","","HUDECA_0000002","pectoral appendage muscle","organ"
UBERON_0014795_HUDECA_0000002,"","","HUDECA_0000002","pelvic appendage muscle","organ"
UBERON_0014892_HUDECA_0000002,"","","HUDECA_0000002","skeletal muscle organ","organ"
UBERON_0019143_HUDECA_0000002,"","tissue","HUDECA_0000002","intramuscular adipose tissue","organ"
UBERON_0001134_HUDECA_0000002,"","tissue","HUDECA_0000002","skeletal muscle tissue","organ"
UBERON_0003384_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","skeletal muscle tissue of pharynx","organ"
UBERON_0003895_HUDECA_0000002,"","tissue","HUDECA_0000002","hypaxial myotome region","organ"
UBERON_0003898_HUDECA_0000002,"","tissue","HUDECA_0000002","skeletal muscle tissue of trunk","organ"
UBERON_0004829_HUDECA_0000002,"","tissue","HUDECA_0000002","urethra skeletal muscle tissue","organ"
UBERON_0001367_HUDECA_0000002,"","organ part - tissue","HUDECA_0000002","external anal sphincter","organ"
UBERON_0003900_HUDECA_0000002,"","tissue","HUDECA_0000002","epaxial myotome region","organ"
UBERON_0004830_HUDECA_0000002,"","tissue","HUDECA_0000002","respiratory system skeletal muscle","organ"
UBERON_0004832_HUDECA_0000002,"","tissue","HUDECA_0000002","anal region skeletal muscle","organ"
UBERON_0004833_HUDECA_0000002,"","tissue","HUDECA_0000002","lip skeletal muscle","organ"
UBERON_0008713_HUDECA_0000002,"","tissue","HUDECA_0000002","pectoral girdle and thoracic body wall skeletal muscle","organ"
UBERON_0006219_HUDECA_0000002,"","tissue","HUDECA_0000002","deltoid pre-muscle mass","organ"
UBERON_0010955_HUDECA_0000002,"","tissue","HUDECA_0000002","trapezius pre-muscle mass","organ"
UBERON_0010982_HUDECA_0000002,"","tissue","HUDECA_0000002","latissimus dorsi pre-muscle mass","organ"
UBERON_0010983_HUDECA_0000002,"","tissue","HUDECA_0000002","levator scapulae pre-muscle mass","organ"
UBERON_0010984_HUDECA_0000002,"","tissue","HUDECA_0000002","pectoral pre-muscle mass","organ"
UBERON_0010988_HUDECA_0000002,"","tissue","HUDECA_0000002","teres major pre-muscle mass","organ"
UBERON_0015001_UBERON_0004765,"","","UBERON_0004765","radius endochondral element","organ"
UBERON_0015002_UBERON_0004765,"","","UBERON_0004765","radius-ulna endochondral element","organ"
UBERON_0015003_UBERON_0004765,"","","UBERON_0004765","ulna endochondral element","organ"
UBERON_0015004_UBERON_0004765,"","","UBERON_0004765","tibia endochondral element","organ"
UBERON_0015007_UBERON_0004765,"","","UBERON_0004765","cervical vertebra endochondral element","organ"
UBERON_0015008_UBERON_0004765,"","","UBERON_0004765","thoracic vertebra endochondral element","organ"
UBERON_0015009_UBERON_0004765,"","","UBERON_0004765","lumbar vertebra endochondral element","organ"
UBERON_0015010_UBERON_0004765,"","","UBERON_0004765","sacral vertebra endochondral element","organ"
UBERON_0015013_UBERON_0004765,"","","UBERON_0004765","fibula endochondral element","organ"
UBERON_0015014_UBERON_0004765,"","","UBERON_0004765","calcaneum endochondral element","organ"
UBERON_0015016_UBERON_0004765,"","","UBERON_0004765","stapes endochondral element","organ"
UBERON_0015017_UBERON_0004765,"","","UBERON_0004765","incus endochondral element","organ"
UBERON_0015018_UBERON_0004765,"","","UBERON_0004765","malleus endochondral element","organ"
UBERON_0015019_UBERON_0004765,"","","UBERON_0004765","rib endochondral element","organ"
UBERON_0015021_UBERON_0004765,"","","UBERON_0004765","forelimb endochondral element","organ"
UBERON_0015022_UBERON_0004765,"","","UBERON_0004765","hindlimb endochondral element","organ"
UBERON_0015023_UBERON_0004765,"","","UBERON_0004765","phalanx endochondral element","organ"
UBERON_0015024_UBERON_0004765,"","","UBERON_0004765","manual digit phalanx endochondral element","organ"
UBERON_0015025_UBERON_0004765,"","","UBERON_0004765","manual digit 1 phalanx endochondral element","organ"
UBERON_0015026_UBERON_0004765,"","","UBERON_0004765","manual digit 2 phalanx endochondral element","organ"
UBERON_0015027_UBERON_0004765,"","","UBERON_0004765","manual digit 3 phalanx endochondral element","organ"
UBERON_0015028_UBERON_0004765,"","","UBERON_0004765","manual digit 4 phalanx endochondral element","organ"
UBERON_0015029_UBERON_0004765,"","","UBERON_0004765","manual digit 5 phalanx endochondral element","organ"
UBERON_0015030_UBERON_0004765,"","","UBERON_0004765","pedal digit phalanx endochondral element","organ"
UBERON_0015031_UBERON_0004765,"","","UBERON_0004765","pedal digit 1 phalanx endochondral element","organ"
UBERON_0015032_UBERON_0004765,"","","UBERON_0004765","pedal digit 2 phalanx endochondral element","organ"
UBERON_0015033_UBERON_0004765,"","","UBERON_0004765","pedal digit 3 phalanx endochondral element","organ"
UBERON_0015034_UBERON_0004765,"","","UBERON_0004765","pedal digit 4 phalanx endochondral element","organ"
UBERON_0015035_UBERON_0004765,"","","UBERON_0004765","pedal digit 5 phalanx endochondral element","organ"
UBERON_0015036_UBERON_0004765,"","","UBERON_0004765","pedal digit metatarsal endochondral element","organ"
UBERON_0015037_UBERON_0004765,"","","UBERON_0004765","pedal digit 1 metatarsal endochondral element","organ"
UBERON_0015038_UBERON_0004765,"","","UBERON_0004765","pedal digit 2 metatarsal endochondral element","organ"
UBERON_0015039_UBERON_0004765,"","","UBERON_0004765","pedal digit 3 metatarsal endochondral element","organ"
UBERON_0015040_UBERON_0004765,"","","UBERON_0004765","pedal digit 4 metatarsal endochondral element","organ"
UBERON_0015041_UBERON_0004765,"","","UBERON_0004765","pedal digit 5 metatarsal endochondral element","organ"
UBERON_0015042_UBERON_0004765,"","","UBERON_0004765","manual digit metacarpus endochondral element","organ"
UBERON_0015043_UBERON_0004765,"","","UBERON_0004765","manual digit 1 metacarpus endochondral element","organ"
UBERON_0015044_UBERON_0004765,"","","UBERON_0004765","manual digit 2 metacarpus endochondral element","organ"
UBERON_0015045_UBERON_0004765,"","","UBERON_0004765","manual digit 3 metacarpus endochondral element","organ"
UBERON_0015046_UBERON_0004765,"","","UBERON_0004765","manual digit 4 metacarpus endochondral element","organ"
UBERON_0015047_UBERON_0004765,"","","UBERON_0004765","manual digit 5 metacarpus endochondral element","organ"
UBERON_0015048_UBERON_0004765,"","","UBERON_0004765","basioccipital endochondral element","organ"
UBERON_0015049_UBERON_0004765,"","","UBERON_0004765","carpus endochondral element","organ"
UBERON_0015050_UBERON_0004765,"","","UBERON_0004765","tarsus endochondral element","organ"
UBERON_0015051_UBERON_0004765,"","","UBERON_0004765","exoccipital endochondral element","organ"
UBERON_0015052_UBERON_0004765,"","","UBERON_0004765","femur endochondral element","organ"
UBERON_0015053_UBERON_0004765,"","","UBERON_0004765","humerus endochondral element","organ"
UBERON_0015054_UBERON_0004765,"","","UBERON_0004765","iliac endochondral element","organ"
UBERON_0015055_UBERON_0004765,"","","UBERON_0004765","pubic endochondral element","organ"
UBERON_0015056_UBERON_0004765,"","","UBERON_0004765","ischial endochondral element","organ"
UBERON_0015057_UBERON_0004765,"","","UBERON_0004765","scapula endochondral element","organ"
UBERON_0015058_UBERON_0004765,"","","UBERON_0004765","alisphenoid endochondral element","organ"
UBERON_0015059_UBERON_0004765,"","","UBERON_0004765","orbitosphenoid endochondral element","organ"
UBERON_0015060_UBERON_0004765,"","","UBERON_0004765","sphenoid endochondral element","organ"
UBERON_0015061_UBERON_0004765,"","","UBERON_0004765","limb endochondral element","organ"
