IDENTIFIER,CONCEPT_CODE,SHORT_URI,DEFINITION,DESCRIPTORS,PARENTS,PARENT_IDENTIFIER,value,PUBLIC_ID
"getNextPvId(),"","UBERON_0003416","","","UBERON_0001723","","mesenchyme of tongue","organ"
"getNextPvId(),"","UBERON_0003420","","","","","mesenchyme of sublingual gland","organ"
"getNextPvId(),"","UBERON_0009891","","","","","facial mesenchyme","organ"
"getNextPvId(),"","UBERON_0009749","","","","","limb mesenchyme","organ"
"getNextPvId(),"","UBERON_0003859","","","","","forelimb mesenchyme","organ"
"getNextPvId(),"","UBERON_0003318","","","","","mesenchyme of elbow","organ"
"getNextPvId(),"","UBERON_0003319","","","","","mesenchyme of carpal region","organ"
"getNextPvId(),"","UBERON_0003327","","","","","mesenchyme of forearm","organ"
"getNextPvId(),"","UBERON_0006286","","","UBERON_0004765","","radius cartilage element","organ"
"getNextPvId(),"","UBERON_0006306","","","UBERON_0004765","","ulna cartilage element","organ"
"getNextPvId(),"","UBERON_0005257","","","","","manual digit mesenchyme","organ"
"getNextPvId(),"","UBERON_0005692","","","","","manual digit 2 mesenchyme","organ"
"getNextPvId(),"","UBERON_0005693","","","","","manual digit 3 mesenchyme","organ"
"getNextPvId(),"","UBERON_0005694","","","","","manual digit 4 mesenchyme","organ"
"getNextPvId(),"","UBERON_0005695","","","","","manual digit 5 mesenchyme","organ"
"getNextPvId(),"","UBERON_0010564","","","","","manual digit 1 mesenchyme","organ"
"getNextPvId(),"","UBERON_0005258","","","","","upper arm mesenchyme","organ"
"getNextPvId(),"","UBERON_0003860","","","","","hindlimb mesenchyme","organ"
"getNextPvId(),"","UBERON_0003321","","","","","mesenchyme of knee","organ"
"getNextPvId(),"","UBERON_0005255","","","","","pedal digit mesenchyme","organ"
"getNextPvId(),"","UBERON_0005696","","","","","pedal digit 2 mesenchyme","organ"
"getNextPvId(),"","UBERON_0005697","","","","","pedal digit 3 mesenchyme","organ"
"getNextPvId(),"","UBERON_0005698","","","","","pedal digit 4 mesenchyme","organ"
"getNextPvId(),"","UBERON_0005699","","","","","pedal digit 5 mesenchyme","organ"
"getNextPvId(),"","UBERON_0010562","","","","","pedal digit 1 mesenchyme","organ"
"getNextPvId(),"","UBERON_0010695","","","","","mesenchyme of tarsal region","organ"
"getNextPvId(),"","UBERON_0005254","","","","","upper leg mesenchyme","organ"
"getNextPvId(),"","UBERON_0005259","","","","","lower leg mesenchyme","organ"
"getNextPvId(),"","UBERON_0010849","","","UBERON_0004765","","tibia cartilage element","organ"
"getNextPvId(),"","UBERON_0010851","","","UBERON_0004765","","fibula cartilage element","organ"
"getNextPvId(),"","UBERON_0010702","","","","","digit mesenchyme","organ"
"getNextPvId(),"","UBERON_0010700","","","UBERON_0004765","","phalanx pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010585","","","UBERON_0004765","","pedal digit phalanx pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010580","","","UBERON_0004765","","pedal digit 1 phalanx pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010581","","","UBERON_0004765","","pedal digit 2 phalanx pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010582","","","UBERON_0004765","","pedal digit 3 phalanx pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010583","","","UBERON_0004765","","pedal digit 4 phalanx pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010584","","","UBERON_0004765","","pedal digit 5 phalanx pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010586","","","UBERON_0004765","","manual digit phalanx pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010575","","","UBERON_0004765","","manual digit 1 phalanx pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010576","","","UBERON_0004765","","manual digit 2 phalanx pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010577","","","UBERON_0004765","","manual digit 3 phalanx pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010578","","","UBERON_0004765","","manual digit 4 phalanx pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010579","","","UBERON_0004765","","manual digit 5 phalanx pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0009504","","","UBERON_0000065","","mesenchyme of main bronchus","organ"
"getNextPvId(),"","UBERON_0003855","","","UBERON_0000991","","gonad mesenchyme","organ"
"getNextPvId(),"","UBERON_0003312","","","UBERON_0000991","","mesenchyme of testis","organ"
"getNextPvId(),"","UBERON_0003315","","","","","mesenchyme of ovary","organ"
"getNextPvId(),"","UBERON_0007529","","","","","loose mesenchyme tissue","organ"
"getNextPvId(),"","UBERON_0004208","","","","","nephrogenic mesenchyme","organ"
"getNextPvId(),"","UBERON_0005113","","","","","metanephric cortex mesenchyme","organ"
"getNextPvId(),"","UBERON_0005323","","","UBERON_0002113","","mesonephric mesenchyme","organ"
"getNextPvId(),"","UBERON_0005702","","","","","optic eminence mesenchyme","organ"
"getNextPvId(),"","UBERON_0009845","","","","","urogenital sinus mesenchyme","organ"
"getNextPvId(),"","UBERON_0009482","","","","","associated mesenchyme of foregut-midgut junction","organ"
"getNextPvId(),"","UBERON_0009503","","","","","mesenchyme of hindgut","organ"
"getNextPvId(),"","UBERON_0009538","","","","","mesenchyme of sublingual gland primordium","organ"
"getNextPvId(),"","UBERON_0009751","","","UBERON_0000948","","cardiac mesenchyme","organ"
"getNextPvId(),"","UBERON_0009752","","","UBERON_0001264","","pancreas mesenchyme","organ"
"getNextPvId(),"","UBERON_0010299","","","","","scleral mesenchyme","organ"
"getNextPvId(),"","UBERON_0010333","","","","","extraembryonic membrane mesenchyme","organ"
"getNextPvId(),"","UBERON_0014387","","","","","mesenchyme derived from neural crest","organ"
"getNextPvId(),"","UBERON_0015418","","","UBERON_0000057","","urethra mesenchymal layer","organ"
"getNextPvId(),"","UBERON_0001758","","","","","periodontium","organ"
"getNextPvId(),"","UBERON_0035967","","","","","alveolar mucosa","organ"
"getNextPvId(),"","UBERON_0008266","","","","","periodontal ligament","organ"
"getNextPvId(),"","UBERON_0002384","","","","","connective tissue","organ"
"getNextPvId(),"","UBERON_0011823","","","","","dense connective tissue","organ"
"getNextPvId(),"","UBERON_0007846","","","","","dense regular connective tissue","organ"
"getNextPvId(),"","UBERON_0000043","","","","","tendon","organ"
"getNextPvId(),"","UBERON_0034988","","","","","tendon of obturator internus","organ"
"getNextPvId(),"","UBERON_0006670","","","","","central tendon of diaphragm","organ"
"getNextPvId(),"","UBERON_0003701","","","","","calcaneal tendon","organ"
"getNextPvId(),"","UBERON_0006239","","","","","future central tendon","organ"
"getNextPvId(),"","UBERON_0008188","","","","","tendon of biceps brachii","organ"
"getNextPvId(),"","UBERON_0008192","","","","","tendon of triceps brachii","organ"
"getNextPvId(),"","UBERON_0012118","","","","","infraspinatus tendon","organ"
"getNextPvId(),"","UBERON_0012120","","","","","vinculum of tendon","organ"
"getNextPvId(),"","UBERON_0014848","","","","","tendon of quadriceps femoris","organ"
"getNextPvId(),"","UBERON_0016496","","","","","tendon of palmaris longus","organ"
"getNextPvId(),"","UBERON_0000304","","","","","tendon sheath","organ"
"getNextPvId(),"","UBERON_0011233","","","","","synovial membrane of synovial tendon sheath","organ"
"getNextPvId(),"","UBERON_0011234","","","","","fibrous membrane of synovial tendon sheath","organ"
"getNextPvId(),"","UBERON_0007168","","","","","long head of biceps brachii","organ"
"getNextPvId(),"","UBERON_0007169","","","","","short head of biceps brachii","organ"
"getNextPvId(),"","UBERON_0008977","","","","","pes anserinus of tibia","organ"
"getNextPvId(),"","UBERON_0011864","","","","","tendon collagen fibril","organ"
"getNextPvId(),"","UBERON_0008982","","","","","fascia","organ"
"getNextPvId(),"","UBERON_0035108","","","","","temporalis fascia","organ"
"getNextPvId(),"","UBERON_0013718","","","","","dartos muscle","organ"
"getNextPvId(),"","UBERON_0013719","","","","","dartos muscle of scrotum","organ"
"getNextPvId(),"","UBERON_0013720","","","","","dartos muscle of labia majora","organ"
"getNextPvId(),"","UBERON_0011236","","","","","deep fascia","organ"
"getNextPvId(),"","UBERON_0011237","","","","","visceral fascia","organ"
"getNextPvId(),"","UBERON_0013491","","","","","cervical fascia","organ"
"getNextPvId(),"","UBERON_0013489","","","","","superficial cervical fascia","organ"
"getNextPvId(),"","UBERON_0013490","","","","","deep cervical fascia","organ"
"getNextPvId(),"","UBERON_0013492","","","","","prevertebral cervical fascia","organ"
"getNextPvId(),"","UBERON_0013493","","","","","abdominal fascia","organ"
"getNextPvId(),"","UBERON_0007809","","","","","fascia of Camper","organ"
"getNextPvId(),"","UBERON_0016851","","","","","renal fascia","organ"
"getNextPvId(),"","UBERON_0034688","","","","","spermatic fascia","organ"
"getNextPvId(),"","UBERON_0034690","","","","","external spermatic fascia","organ"
"getNextPvId(),"","UBERON_0034691","","","","","internal spermatic fascia","organ"
"getNextPvId(),"","UBERON_0035096","","","","","fascia of tail","organ"
"getNextPvId(),"","UBERON_0011822","","","","","dense irregular connective tissue","organ"
"getNextPvId(),"","UBERON_0001013","","","","","adipose tissue","organ"
"getNextPvId(),"","UBERON_0019143","","","","","intramuscular adipose tissue","organ"
"getNextPvId(),"","UBERON_0035818","","","","","visceral fat","organ"
"getNextPvId(),"","UBERON_0001347","","","","","white adipose tissue","organ"
"getNextPvId(),"","UBERON_0001348","","","","","brown adipose tissue","organ"
"getNextPvId(),"","UBERON_0002190","","","","","subcutaneous adipose tissue","organ"
"getNextPvId(),"","UBERON_0013488","","","","","panniculus adiposus","organ"
"getNextPvId(),"","UBERON_0014455","","","","","subcutaneous abdominal adipose tissue","organ"
"getNextPvId(),"","UBERON_0003426","","","","","dermis adipose tissue","organ"
"getNextPvId(),"","UBERON_0003916","","","","","fat pad","organ"
"getNextPvId(),"","UBERON_0016400","","","","","infrapatellar fat pad","organ"
"getNextPvId(),"","UBERON_0003427","","","","","abdominal fat pad","organ"
"getNextPvId(),"","UBERON_0010411","","","","","retroperitoneal fat pad","organ"
"getNextPvId(),"","UBERON_0013705","","","","","fascia of Scarpa","organ"
"getNextPvId(),"","UBERON_0014464","","","UBERON_0002113","","renal fat pad","organ"
"getNextPvId(),"","UBERON_0015142","","","","","falciform fat","organ"
"getNextPvId(),"","UBERON_0003428","","","UBERON_0000991","","gonadal fat pad","organ"
"getNextPvId(),"","UBERON_0006671","","","","","orbital fat pad","organ"
"getNextPvId(),"","UBERON_0010410","","","","","inguinal fat pad","organ"
"getNextPvId(),"","UBERON_0010412","","","","","epididymal fat pad","organ"
"getNextPvId(),"","UBERON_0012167","","","","","buccal fat pad","organ"
"getNextPvId(),"","UBERON_0012282","","","","","mammary fat pad","organ"
"getNextPvId(),"","UBERON_0012283","","","","","femoral fat pad","organ"
"getNextPvId(),"","UBERON_0014394","","","UBERON_0000995","","uterine fat pad","organ"
"getNextPvId(),"","UBERON_0015143","","","","","mesenteric fat pad","organ"
"getNextPvId(),"","UBERON_0015454","","","UBERON_0001264","","pancreatic fat pad","organ"
"getNextPvId(),"","UBERON_0015458","","","","","mediastinal fat pad","organ"
"getNextPvId(),"","UBERON_0015477","","","","","axillary fat pad","organ"
"getNextPvId(),"","UBERON_0018132","","","","","tail fat pad","organ"
"getNextPvId(),"","UBERON_0004180","","","","","mammary gland fat","organ"
"getNextPvId(),"","UBERON_0005405","","","","","pararenal fat","organ"
"getNextPvId(),"","UBERON_0005406","","","","","perirenal fat","organ"
"getNextPvId(),"","UBERON_0007808","","","","","adipose tissue of abdominal region","organ"
"getNextPvId(),"","UBERON_0000124","","","","","epineurium","organ"
"getNextPvId(),"","UBERON_0000121","","","","","perineurium","organ"
"getNextPvId(),"","UBERON_0011824","","","","","fibrous connective tissue","organ"
"getNextPvId(),"","UBERON_0002015","","","UBERON_0002113","","kidney capsule","organ"
"getNextPvId(),"","UBERON_0005137","","","UBERON_0002113","","metanephric capsule","organ"
"getNextPvId(),"","UBERON_0006170","","","UBERON_0002113","","mesonephric capsule","organ"
"getNextPvId(),"","UBERON_0018135","","","","","fibrocollagenous connective tissue","organ"
"getNextPvId(),"","UBERON_0036186","","","","","fibroelastic connective tissue","organ"
"getNextPvId(),"","UBERON_0011899","","","","","epimysium","organ"
"getNextPvId(),"","UBERON_0011900","","","","","perimysium","organ"
"getNextPvId(),"","UBERON_0015130","","","","","connective tissue of prostate gland","organ"
"getNextPvId(),"","UBERON_0002242","","","UBERON_0004765","","nucleus pulposus","organ"
"getNextPvId(),"","UBERON_0002222","","","UBERON_0004765","","perichondrium","organ"
"getNextPvId(),"","UBERON_0004755","","","UBERON_0004765","","skeletal tissue","organ"
"getNextPvId(),"","UBERON_0002418","","","UBERON_0004765","","cartilage tissue","organ"
"getNextPvId(),"","UBERON_0001995","","","UBERON_0004765","","fibrocartilage","organ"
"getNextPvId(),"","UBERON_0006444","","","UBERON_0004765","","annulus fibrosus","organ"
"getNextPvId(),"","UBERON_0004715","","","UBERON_0004765","","annulus fibrosus disci intervertebralis","organ"
"getNextPvId(),"","UBERON_0006008","","","UBERON_0004765 UBERON_0000948","","fibrous ring of heart","organ"
"getNextPvId(),"","UBERON_0005995","","","UBERON_0004765 UBERON_0000948","","mitral valve anulus","organ"
"getNextPvId(),"","UBERON_0005991","","","UBERON_0004765 UBERON_0000948","","aortic valve anulus","organ"
"getNextPvId(),"","UBERON_0005993","","","UBERON_0004765 UBERON_0000948","","pulmonary valve anulus","organ"
"getNextPvId(),"","UBERON_0005997","","","UBERON_0004765 UBERON_0000948","","tricuspid valve anulus","organ"
"getNextPvId(),"","UBERON_0000398","","","UBERON_0004765","","cartilage tissue of sternum","organ"
"getNextPvId(),"","UBERON_0001823","","","UBERON_0004765","","nasal cartilage","organ"
"getNextPvId(),"","UBERON_0003407","","","UBERON_0004765","","cartilage of nasal septum","organ"
"getNextPvId(),"","UBERON_0006332","","","UBERON_0004765","","nasal capsule","organ"
"getNextPvId(),"","UBERON_0007818","","","UBERON_0004765","","major alar cartilage","organ"
"getNextPvId(),"","UBERON_0007819","","","UBERON_0004765","","minor alar cartilage","organ"
"getNextPvId(),"","UBERON_0007820","","","UBERON_0004765","","accessory nasal cartilage","organ"
"getNextPvId(),"","UBERON_0007821","","","UBERON_0004765","","lateral nasal cartilage","organ"
"getNextPvId(),"","UBERON_0007822","","","UBERON_0004765","","vomeronasal cartilage","organ"
"getNextPvId(),"","UBERON_0001994","","","UBERON_0004765","","hyaline cartilage tissue","organ"
"getNextPvId(),"","UBERON_0002516","","","UBERON_0004765","","epiphyseal plate","organ"
"getNextPvId(),"","UBERON_0006326","","","UBERON_0004765 UBERON_0000065","","base of arytenoid","organ"
"getNextPvId(),"","UBERON_0010996","","","UBERON_0004765","","articular cartilage of joint","organ"
"getNextPvId(),"","UBERON_0011589","","","UBERON_0004765","","non-mineralized cartilage tissue","organ"
"getNextPvId(),"","UBERON_0001996","","","UBERON_0004765","","elastic cartilage tissue","organ"
"getNextPvId(),"","UBERON_0001741","","","UBERON_0004765 UBERON_0000065","","corniculate cartilage","organ"
"getNextPvId(),"","UBERON_0006494","","","UBERON_0000065","","apex of arytenoid","organ"
"getNextPvId(),"","UBERON_0011157","","","UBERON_0004765 UBERON_0000065","","cuneiform cartilage","organ"
"getNextPvId(),"","UBERON_0007389","","","UBERON_0004765","","paired limb/fin cartilage","organ"
"getNextPvId(),"","UBERON_0007390","","","UBERON_0004765","","pectoral appendage cartilage tissue","organ"
"getNextPvId(),"","UBERON_0007391","","","UBERON_0004765","","pelvic appendage cartilage tissue","organ"
"getNextPvId(),"","UBERON_4000013","","","UBERON_0004765","","mineralized skeletal tissue","organ"
"getNextPvId(),"","UBERON_0001752","","","UBERON_0004765","","enamel","organ"
"getNextPvId(),"","UBERON_0001751","","","UBERON_0004765","","dentine","organ"
"getNextPvId(),"","UBERON_0002481","","","UBERON_0004765","","bone tissue","organ"
"getNextPvId(),"","UBERON_0008883","","","UBERON_0004765","","osteoid","organ"
"getNextPvId(),"","UBERON_0002482","","","UBERON_0004765","","lamellar bone","organ"
"getNextPvId(),"","UBERON_0001439","","","UBERON_0004765","","compact bone tissue","organ"
"getNextPvId(),"","UBERON_0004109","","","UBERON_0004765","","cortex of humerus","organ"
"getNextPvId(),"","UBERON_0005809","","","UBERON_0004765","","cortex of manus bone","organ"
"getNextPvId(),"","UBERON_0016422","","","","","compact bone of long bone","organ"
"getNextPvId(),"","UBERON_0016423","","","UBERON_0004765","","compact bone of diaphysis","organ"
"getNextPvId(),"","UBERON_0002484","","","UBERON_0004765","","bone marrow cavity","organ"
"getNextPvId(),"","UBERON_0014730","","","UBERON_0004765","","osteon","organ"
"getNextPvId(),"","UBERON_0002483","","","","","trabecular bone tissue","organ"
"getNextPvId(),"","UBERON_0003482","","","UBERON_0004765","","vein of trabecular bone","organ"
"getNextPvId(),"","UBERON_0008867","","","","","trabecular network of bone","organ"
"getNextPvId(),"","UBERON_0005808","","","UBERON_0004765","","bone tissue of long bone","organ"
"getNextPvId(),"","UBERON_0004400","","","UBERON_0004765","","bone tissue of epiphysis","organ"
"getNextPvId(),"","UBERON_0004401","","","UBERON_0004765","","bone tissue of distal epiphysis","organ"
"getNextPvId(),"","UBERON_0004402","","","UBERON_0004765","","bone tissue of proximal epiphysis","organ"
"getNextPvId(),"","UBERON_0006431","","","UBERON_0004765","","xiphoid process bone","organ"
"getNextPvId(),"","UBERON_0007355","","","UBERON_0004765","","bony part of pharyngotympanic tube","organ"
"getNextPvId(),"","UBERON_0010365","","","UBERON_0004765","","odontoid tissue","organ"
"getNextPvId(),"","UBERON_0001753","","","UBERON_0004765","","cementum","organ"
"getNextPvId(),"","UBERON_0011587","","","UBERON_0004765","","pre-dentine","organ"
"getNextPvId(),"","UBERON_0011588","","","UBERON_0004765","","pre-enamel","organ"
"getNextPvId(),"","UBERON_0002521","","","","","elastic tissue","organ"
"getNextPvId(),"","UBERON_0003611","","","","","respiratory system elastic tissue","organ"
"getNextPvId(),"","UBERON_0003615","","","UBERON_0000065","","lung elastic tissue","organ"
"getNextPvId(),"","UBERON_0003616","","","UBERON_0000065","","bronchus elastic tissue","organ"
"getNextPvId(),"","UBERON_0003617","","","UBERON_0000065","","trachea elastic tissue","organ"
"getNextPvId(),"","UBERON_0003613","","","","","cardiovascular system elastic tissue","organ"
"getNextPvId(),"","UBERON_0003610","","","UBERON_0000948","","heart elastic tissue","organ"
"getNextPvId(),"","UBERON_0003614","","","","","blood vessel elastic tissue","organ"
"getNextPvId(),"","UBERON_0003609","","","","","aorta elastic tissue","organ"
"getNextPvId(),"","UBERON_0011392","","","","","blood vessel internal elastic membrane","organ"
"getNextPvId(),"","UBERON_0015433","","","","","blood vessel external elastic membrane","organ"
"getNextPvId(),"","UBERON_0003967","","","","","cutaneous elastic tissue","organ"
"getNextPvId(),"","UBERON_0015764","","","","","dense regular elastic tissue","organ"
"getNextPvId(),"","UBERON_0003566","","","","","head connective tissue","organ"
"getNextPvId(),"","UBERON_0011349","","","","","pterygomandibular raphe","organ"
"getNextPvId(),"","UBERON_0001798","","","UBERON_0000970","","vitreous body","organ"
"getNextPvId(),"","UBERON_0003581","","","","","eyelid connective tissue","organ"
"getNextPvId(),"","UBERON_0009648","","","","","eyelid subcutaneous connective tissue","organ"
"getNextPvId(),"","UBERON_0004772","","","","","eyelid tarsus","organ"
"getNextPvId(),"","UBERON_0004773","","","UBERON_0000970","","superior eyelid tarsus","organ"
"getNextPvId(),"","UBERON_0004774","","","UBERON_0000970","","inferior eyelid tarsus","organ"
"getNextPvId(),"","UBERON_0001822","","","","","orbital septum","organ"
"getNextPvId(),"","UBERON_0004724","","","","","medial palpebral ligament","organ"
"getNextPvId(),"","UBERON_0003952","","","","","anterior stroma of cornea","organ"
"getNextPvId(),"","UBERON_0003953","","","","","posterior stroma of cornea","organ"
"getNextPvId(),"","UBERON_0011346","","","","","palatine raphe","organ"
"getNextPvId(),"","UBERON_0011347","","","","","raphe of hard palate","organ"
"getNextPvId(),"","UBERON_0011348","","","","","raphe of soft palate","organ"
"getNextPvId(),"","UBERON_0003568","","","","","neck connective tissue","organ"
"getNextPvId(),"","UBERON_0003570","","","","","respiratory system connective tissue","organ"
"getNextPvId(),"","UBERON_0011345","","","","","pharyngeal raphe","organ"
"getNextPvId(),"","UBERON_0003580","","","UBERON_0000065","","lower respiratory tract connective tissue","organ"
"getNextPvId(),"","UBERON_0000114","","","UBERON_0002048 UBERON_0000065","","lung connective tissue","organ"
"getNextPvId(),"","UBERON_0003571","","","UBERON_0000065","","trachea connective tissue","organ"
"getNextPvId(),"","UBERON_0003592","","","UBERON_0000065","","bronchus connective tissue","organ"
"getNextPvId(),"","UBERON_0003582","","","","","nasopharynx connective tissue","organ"
"getNextPvId(),"","UBERON_0003583","","","UBERON_0000065","","larynx connective tissue","organ"
"getNextPvId(),"","UBERON_0004777","","","","","respiratory system submucosa","organ"
"getNextPvId(),"","UBERON_0001957","","","UBERON_0000065","","submucosa of bronchus","organ"
"getNextPvId(),"","UBERON_0004949","","","UBERON_0000065","","submucosa of main bronchus","organ"
"getNextPvId(),"","UBERON_0004950","","","UBERON_0002048 UBERON_0000065","","submucosa of lobar bronchus","organ"
"getNextPvId(),"","UBERON_0004951","","","UBERON_0002048 UBERON_0000065","","submucosa of segmental bronchus","organ"
"getNextPvId(),"","UBERON_0004952","","","","","submucosa of bronchiole","organ"
"getNextPvId(),"","UBERON_0002202","","","UBERON_0000065","","submucosa of trachea","organ"
"getNextPvId(),"","UBERON_0004778","","","UBERON_0000065","","larynx submucosa","organ"
"getNextPvId(),"","UBERON_0004924","","","","","submucosa of pharynx","organ"
"getNextPvId(),"","UBERON_0004779","","","","","respiratory system lamina propria","organ"
"getNextPvId(),"","UBERON_0003576","","","","","hip connective tissue","organ"
"getNextPvId(),"","UBERON_0003579","","","","","shoulder connective tissue","organ"
"getNextPvId(),"","UBERON_0003584","","","","","mammary gland connective tissue","organ"
"getNextPvId(),"","UBERON_0003585","","","","","dermis connective tissue","organ"
"getNextPvId(),"","UBERON_0003586","","","","","trunk connective tissue","organ"
"getNextPvId(),"","UBERON_0003837","","","","","thoracic segment connective tissue","organ"
"getNextPvId(),"","UBERON_0004292","","","UBERON_0000948","","cardiac skeleton","organ"
"getNextPvId(),"","UBERON_0003572","","","","","chest connective tissue","organ"
"getNextPvId(),"","UBERON_0011897","","","","","cardiac endomysium","organ"
"getNextPvId(),"","UBERON_0003838","","","","","abdominal segment connective tissue","organ"
"getNextPvId(),"","UBERON_0003567","","","","","abdomen connective tissue","organ"
"getNextPvId(),"","UBERON_0003594","","","","","pelvis connective tissue","organ"
"getNextPvId(),"","UBERON_0003587","","","","","limb connective tissue","organ"
"getNextPvId(),"","UBERON_0003588","","","","","forelimb connective tissue","organ"
"getNextPvId(),"","UBERON_0003573","","","","","arm connective tissue","organ"
"getNextPvId(),"","UBERON_0003574","","","","","elbow connective tissue","organ"
"getNextPvId(),"","UBERON_0004268","","","","","lower arm connective tissue","organ"
"getNextPvId(),"","UBERON_0004269","","","","","upper arm connective tissue","organ"
"getNextPvId(),"","UBERON_0003598","","","","","manus connective tissue","organ"
"getNextPvId(),"","UBERON_0003575","","","","","wrist connective tissue","organ"
"getNextPvId(),"","UBERON_0003597","","","","","manual digit connective tissue","organ"
"getNextPvId(),"","UBERON_0003589","","","","","hindlimb connective tissue","organ"
"getNextPvId(),"","UBERON_0003569","","","","","leg connective tissue","organ"
"getNextPvId(),"","UBERON_0003577","","","","","knee connective tissue","organ"
"getNextPvId(),"","UBERON_0004266","","","","","upper leg connective tissue","organ"
"getNextPvId(),"","UBERON_0004270","","","","","lower leg connective tissue","organ"
"getNextPvId(),"","UBERON_0003595","","","","","pes connective tissue","organ"
"getNextPvId(),"","UBERON_0003578","","","","","pedal digit connective tissue","organ"
"getNextPvId(),"","UBERON_0003596","","","","","ankle connective tissue","organ"
"getNextPvId(),"","UBERON_0015791","","","","","digit connective tissue","organ"
"getNextPvId(),"","UBERON_0003593","","","","","thoracic cavity connective tissue","organ"
"getNextPvId(),"","UBERON_0003599","","","","","tail connective tissue","organ"
"getNextPvId(),"","UBERON_0004267","","","","","back connective tissue","organ"
"getNextPvId(),"","UBERON_0004857","","","","","skeletal muscle connective tissue","organ"
"getNextPvId(),"","UBERON_0007845","","","","","regular connective tissue","organ"
"getNextPvId(),"","UBERON_0011821","","","","","irregular connective tissue","organ"
"getNextPvId(),"","UBERON_0011825","","","","","loose connective tissue","organ"
"getNextPvId(),"","UBERON_0035438","","","","","mucoid tissue","organ"
"getNextPvId(),"","UBERON_0006804","","","","","reticular tissue","organ"
"getNextPvId(),"","UBERON_0000123","","","","","endoneurium","organ"
"getNextPvId(),"","UBERON_0011895","","","","","endomysium","organ"
"getNextPvId(),"","UBERON_0011896","","","","","smooth muscle endomysium","organ"
"getNextPvId(),"","UBERON_0011898","","","","","skeletal muscle endomysium","organ"
"getNextPvId(),"","UBERON_0000363","","","","","reticuloendothelial system","organ"
"getNextPvId(),"","UBERON_0001754","","","UBERON_0004765","","dental pulp","organ"
"getNextPvId(),"","UBERON_0015837","","","UBERON_0004765","","incisor dental pulp","organ"
"getNextPvId(),"","UBERON_0015838","","","UBERON_0004765","","molar dental pulp","organ"
"getNextPvId(),"","UBERON_0006815","","","","","areolar connective tissue","organ"
"getNextPvId(),"","UBERON_0014716","","","","","interlobular duct","organ"
"getNextPvId(),"","UBERON_0001282","","","UBERON_0002107","","intralobular bile duct","organ"
"getNextPvId(),"","UBERON_0035053","","","","","interlobular duct of salivary gland","organ"
"getNextPvId(),"","UBERON_0014720","","","","","interlobar duct","organ"
"getNextPvId(),"","UBERON_0003714","","","","","neural tissue","organ"
"getNextPvId(),"","UBERON_0001810","","","","","nerve plexus","organ"
"getNextPvId(),"","UBERON_0001816","","","","","autonomic nerve plexus","organ"
"getNextPvId(),"","UBERON_0018676","","","","","renal nerve plexus","organ"
"getNextPvId(),"","UBERON_0035771","","","","","mesenteric plexus","organ"
"getNextPvId(),"","UBERON_0035770","","","","","inferior mesenteric nerve plexus","organ"
"getNextPvId(),"","UBERON_0005488","","","","","superior mesenteric plexus","organ"
"getNextPvId(),"","UBERON_0035769","","","UBERON_0000045","","mesenteric ganglion","organ"
"getNextPvId(),"","UBERON_0035772","","","","","aortic plexus","organ"
"getNextPvId(),"","UBERON_0035773","","","","","abdominal nerve plexus","organ"
"getNextPvId(),"","UBERON_0035774","","","","","thoracic aortic plexus","organ"
"getNextPvId(),"","UBERON_0012373","","","","","sympathetic nerve plexus","organ"
"getNextPvId(),"","UBERON_0000429","","","","","enteric plexus","organ"
"getNextPvId(),"","UBERON_0002439","","","","","myenteric nerve plexus","organ"
"getNextPvId(),"","UBERON_0005304","","","","","submucous nerve plexus","organ"
"getNextPvId(),"","UBERON_0012374","","","","","subserosal plexus","organ"
"getNextPvId(),"","UBERON_0002008","","","","","cardiac nerve plexus","organ"
"getNextPvId(),"","UBERON_0002009","","","","","pulmonary nerve plexus","organ"
"getNextPvId(),"","UBERON_0002010","","","","","celiac nerve plexus","organ"
"getNextPvId(),"","UBERON_0005303","","","","","hypogastric nerve","organ"
"getNextPvId(),"","UBERON_0002013","","","","","superior hypogastric nerve plexus","organ"
"getNextPvId(),"","UBERON_0002014","","","","","inferior hypogastric nerve plexus","organ"
"getNextPvId(),"","UBERON_0002024","","","","","internal carotid nerve plexus","organ"
"getNextPvId(),"","UBERON_0011325","","","","","pharyngeal nerve plexus","organ"
"getNextPvId(),"","UBERON_0001813","","","","","spinal nerve plexus","organ"
"getNextPvId(),"","UBERON_0003725","","","","","cervical nerve plexus","organ"
"getNextPvId(),"","UBERON_0035647","","","","","posterior auricular nerve","organ"
"getNextPvId(),"","UBERON_0005430","","","","","ansa cervicalis","organ"
